FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,mrkt_frqcy,mrkt_setnm,prdct_desc,mrkt_gds_o,mrkt_type,source,market_nam,mrkt_mon,mrkt_tue,mrkt_wed,mrkt_thur,mrkt_fri,mrkt_sat,mrkt_sun,mrkt_days,set_type,x,y
85,f7233935-795d-4ce7-a9c9-a08c54745e02,122152,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR, ,Ibesikpo Timber, , , ,OSGOF,Ibesikpo Timber Market, , , , , , , ,0,BUA,8.30992499963907,4.93674999971279
86,cc46ceeb-c2ad-426a-8f02-68312e9279c6,122153,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR, ,Otokangha, , , ,OSGOF,Otokangha Market, , , , , , , ,0,BUA,8.31674999961285,4.9288499996278
87,c449451a-f16d-4557-9dbb-5dfeb31efc16,122154,8/29/2018 12:00:00 AM,racheal.olarewaju, ,College / Egbada Road / Isale Offa,OSSBOE04,Boripe,30006,Osun,OS, ,Oja Oba Ororuwo, , , ,eHA_Polio,Oja Oba Market Ororuwo, , , , , , , ,0,BUA,4.69597999957739,7.89307999974227
88,6ede4d9a-5bdf-45e5-9e09-57a548d4bf62,122155,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Baale,OSSBOE09,Boripe,30006,Osun,OS, ,Obada Ada, , , ,eHA_Polio,Obada Market Ada, , , , , , , ,0,BUA,4.70832999982969,7.89652999965983
89,70a4ef8a-a74d-42c4-b08e-d28965c2cee7,122156,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Onyagede Icho (Ogoli),BNSDKP10,Ohimini,7016,Benue,BE, ,Ondo, , , ,OSGOF,Ondo Market, , , , , , , ,0,SSA,7.82530000009496,7.27592000010799
90,a692c6bc-7922-4d4e-a0c9-7bc3e1cb3a1f,122157,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Ochobo,BNSDKP06,Ohimini,7016,Benue,BE, ,Aiokete, , , ,OSGOF,Aiokete Market, , , , , , , ,0,SSA,7.99493999988113,7.15597000031534
91,61783b26-1eec-4a9b-8b94-32feb7865de2,122158,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 5,CRSANA05,Calabar South,9009,Cross River,CR,Weekly,Goldie, , ,Mixed,GRID,Goldie Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.34332460005032,4.94592760007873
92,2cd40a92-41f8-4361-a1ab-9a0002b33389,122159,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,Weekly,Edim Otop, , ,Mixed,GRID,Edim Otop Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.35653166680305,4.96772333266574
93,bec4b76a-9be7-4bcd-973a-d32c748ff62e,122160,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 6,CRSANA06,Calabar South,9009,Cross River,CR,Weekly,Bush Meat And Palm Wine, , ,Clothing Livestock Food Stuff,GRID,Bush Meat And Palm Wine Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.37280139996466,4.96617579997326
94,7a4b51ab-4a28-4a06-bf25-0bcfcfb91f79,122161,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 5,CRSANA05,Calabar South,9009,Cross River,CR,Bi-Weekly,Abasi Obori, , ,Mixed,GRID,Abasi Obori Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.33304829973929,4.94546000027884
95,c695439b-b62f-40ad-a63d-de90ee98ba91,122162,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Odukpani,CRSDUK06,Odukpani,9015,Cross River,CR,Weekly,Calabar Municipal Ultra Modern Abattoir Ikot Eneobong, , ,Mixed,GRID,Calabar Municipal Ultra Modern Market Abattoir Ikot Eneobong,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.37194170024929,5.0555149997175
96,438ae389-f5d8-4288-b6a0-5befd977440d,122163,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR,Weekly,Mbukpa, , ,Clothing Livestock Food Stuff Mixed,GRID,Mbukpa Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.31684999972776,4.93770170007343
97,65e173e9-23dd-4984-b705-c3d06da6bfe2,122164,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 8,CRSANA08,Calabar South,9009,Cross River,CR,Other,Otongkagha Efiowan, , ,Clothing Livestock Food Stuff Mixed,GRID,Otongkagha Efiowan Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.32475669976191,4.92762830030586
98,5e5cede0-cb0e-4845-9e22-bbd38243c423,122165,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,Weekly,Mami, , ,Clothing Livestock Food Stuff Mixed,GRID,Mami Market,Yes,Yes,Yes,Yes,Yes,Yes,No,0, ,8.33677889982641,4.96181650003149
99,9289b441-fb03-4985-8905-8eee50e9e983,122166,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,Weekly,Akim, , ,Food Stuff,GRID,Akim Market,Yes,Yes,Yes,Yes,Yes,Yes,No,0, ,8.33989179966687,4.96180190043742
100,6faf9ffe-00cf-4f27-bfb2-3690ba80af64,122167,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Abana,CRSBKS06,Bakassi,9004,Cross River,CR,Weekly,Ekpri Ikang, , ,Clothing Livestock Food Stuff Mixed,GRID,Ekpri Ikang Market,No,Yes,No,Yes,No,Yes,No,0, ,8.50551330029862,4.83369169971223
101,581e193a-4805-4682-8908-bb9241080039,122168,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Idundu-Anyaganse,CRSKTA10,Akpabuyo,9003,Cross River,CR,Weekly,Udua Nyom Ebe, , ,Clothing Food Stuff Mixed,GRID,Udua Nyom Ebe Market,No,Yes,No,No,No,Yes,No,0, ,8.50482940005679,4.98254309968434
102,73b90e93-6f0c-4661-9488-5ca14193f0ee,122169,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Odukpani,CRSDUK06,Odukpani,9015,Cross River,CR, ,Ekabobo Timber, , , ,OSGOF,Ekabobo Timber Market, , , , , , , ,0,HA,8.39364000028581,5.07025000023737
103,2551a111-66fe-4839-af7d-1b3f50ef61f7,122170,8/29/2018 12:00:00 AM,najib.adam, ,Eyindi,OSSILA02,Ila,30017,Osun,OS, ,Oja Obi, , ,Mixed,GRID,Oja Obi Market,No,Yes,No,No,No,No,No,1, ,4.90217509960121,8.01722023772385
104,a4479fc8-d7b3-4d9b-966e-210f57d47f82,122171,8/29/2018 12:00:00 AM,najib.adam, ,Iresi 2,OSSBOLUW06,Boluwaduro,30005,Osun,OS, ,Obada, , ,Mixed,GRID,Obada Market,No,Yes,No,No,No,No,No,1, ,4.84307077429685,7.93699318298906
105,fb6b2e12-013a-4cfa-b460-1bf725f23dec,122172,8/29/2018 12:00:00 AM,najib.adam, ,Ijugbe / Amola,OSSADE04,Ayedade,30001,Osun,OS, ,Orisunmi Bare Oogi,Clothing Food Stuff, , ,GRID,Orisunmi Bare Market Oogi,Yes,No,No,No,No,No,Yes,2, ,4.41804509320656,7.58560907669761
106,5a8a7d56-2e00-4a68-bf7f-5d6ad6ebb02b,122173,8/29/2018 12:00:00 AM,najib.adam, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS, ,Orisunmibare Inisa,Clothing Livestock Food Stuff, , ,GRID,Orisunmibare Market Inisa,Yes,No,No,No,No,No,Yes,2, ,4.64714000011094,7.98397092931498
107,94365c8b-cafa-42ce-968a-710f7cb86399,122174,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Beeri,RVSBRR11,Khana,33014,Rivers,RI, ,Main Duburo, , , ,OSGOF,Main Market Duburo, , , , , , , ,0,SSA,7.48097222189057,4.65805555561946
108,6a1acd77-78f4-42f4-a553-6b74a0b1293e,122175,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Effiat 2,AKSENW07,Mbo,3017,Akwa Ibom,AK, ,Open Ijaw Iyata, , , ,OSGOF,Open Market Ijaw Iyata, , , , , , , ,0,HA,8.31563999968631,4.58749999992511
109,f77c54f3-3da7-409f-ba3f-09854e15c0c4,122176,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Effiat 2,AKSENW07,Mbo,3017,Akwa Ibom,AK, ,Wood Obio Iyata, , , ,OSGOF,Wood Market Obio Iyata, , , , , , , ,0,BUA,8.31222000025286,4.58996999961585
110,273c3839-f6e8-4390-ab14-bab15dc7424a,122177,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Enwang 1,AKSENW09,Mbo,3017,Akwa Ibom,AK, ,Modern Uko Nteghe, , , ,OSGOF,Modern Market Uko Nteghe, , , , , , , ,0,HA,8.23538999964882,4.64987999966229
111,0eb2fcd7-d23d-4346-b215-75fa245c58c9,122178,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Enwang 2,AKSENW05,Mbo,3017,Akwa Ibom,AK, ,Mini Eyo Epe Enwang, , , ,OSGOF,Mini Market Eyo Epe Enwang, , , , , , , ,0,BUA,8.25295000004252,4.65432000026783
112,defdc857-6d89-42bd-90cd-d3c4283f7142,122179,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Enwang 2,AKSENW05,Mbo,3017,Akwa Ibom,AK, ,Enwang Eyo Ubok Ulo Enwang, , , ,OSGOF,Enwang Market Eyo Ubok Ulo Enwang, , , , , , , ,0,BUA,8.25303000013446,4.65504000019592
113,1dfe22c6-c024-4fc8-92dd-dd8bf7ca1528,122180,11/12/2018 12:00:00 AM,adanna.alex, ,Astward 2,RVSBGM02,Asari-Toru,33006,Rivers,RI,Daily,Buguma Sand Field,Commodity Market, ,Food Stuff,Proxy_Logistics,Buguma Sand Field Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,6.85981367905811,4.73886813375742
114,811245a5-addf-4dda-badc-119068cca87a,122181,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE, ,Mbabur, , , ,OSGOF,Mbabur Market, , , , , , , ,0,HA,9.09661999961332,6.94305999981918
115,8f809755-9603-46f1-8592-cdcdace4c0b5,122182,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Usar,BNSWDP14,Kwande,7011,Benue,BE, ,Mbaluka, , , ,OSGOF,Mbaluka Market, , , , , , , ,0,HA,9.16846000032882,6.94044000040572
116,e84cf235-d0c3-467d-b967-b91401f1cd82,122183,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Asi / Asaba,OSSODN01,Odo Otin,30025,Osun,OS, ,Owode Oyan, , , ,eHA_Polio,Owode Market Oyan, , , , , , , ,0,BUA,4.77096999986566,8.04618999986866
117,ab4c041d-e7d1-40d0-8b7e-d2f5a763f1dc,122184,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ehatokpe,BNSDKP04,Ohimini,7016,Benue,BE, ,Idekpa, , , ,OSGOF,Idekpa Market, , , , , , , ,0,BUA,7.94584999967782,7.33971999967827
118,cee28a4a-bbad-4c9f-9224-25e6893dc212,122185,6/20/2018 12:00:00 AM,oluwadare.sewedo, ,Ambai Ekpa,CRSBKS04,Bakassi,9004,Cross River,CR,Other,Ikang, , ,Mixed,GRID,Ikang Market,No,No,No,No,Yes,No,No,0, ,8.53174669975044,4.79031170022483
119,a67a3553-f9a9-4aa2-a822-6d7478735eb9,122186,7/16/2018 12:00:00 AM,najib.adam, ,Ode Omu Rural,OSSADE06,Ayedade,30001,Osun,OS, ,Oja Obada,Clothing Livestock Food Stuff Mixed, , ,GRID,Oja Obada,Yes,No,No,No,No,No,Yes,2, ,4.40111868228144,7.55297674637978
120,42e77df0-8b87-4ee8-a0ec-db9145e3a99d,122187,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Usar,BNSWDP14,Kwande,7011,Benue,BE,Other,Atayo Market, , ,Livestock,GRID,Atayo Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.16846299956785,6.9402573004341
121,85706ff9-b375-419c-8323-b57e728ba6a5,122188,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ehatokpe,BNSDKP04,Ohimini,7016,Benue,BE,Weekly,Idekpa, , ,Food Stuff,GRID,Eke Market,No,No,No,Yes,No,No,No,1, ,7.94604000034576,7.33975166660616
122,1adf0778-2615-4499-b138-7a95449a5b9c,122189,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Lessel Township,BNSSEL03,Ushongo,7022,Benue,BE, ,Mbachoosu I, , , ,OSGOF,Mbachoosu I Market, , , , , , , ,0,HA,9.04802999998458,7.12467000032029
123,670c2446-8421-4126-ab7a-994b0d2aab17,122190,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Lessel Township,BNSSEL03,Ushongo,7022,Benue,BE, ,Mbaagule II, , , ,OSGOF,Mbaagule II Market, , , , , , , ,0,HA,9.0524299996448,7.12439999956035
124,cf9f175e-3411-48ab-a097-f61327097a14,122191,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Lessel Township,BNSSEL03,Ushongo,7022,Benue,BE, ,Mbanyamti II, , , ,OSGOF,Mbanyamti II Market, , , , , , , ,0,HA,9.05714000011096,7.14633000002954
125,34197949-492d-4a69-afff-4c8ef9bc373b,122192,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ikang South,CRSKTA03,Akpabuyo,9003,Cross River,CR,Weekly,Ifiang Camp 1, , ,Clothing Livestock Food Stuff Mixed,GRID,Ifiang Camp 1 Market,No,No,Yes,No,No,No,No,0, ,8.55028170014037,4.8525967000777
126,2feedd88-bff1-4523-b906-e4688f9deea9,122193,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Amejo,BNSPKG01,Okpokwu,7018,Benue,BE, ,Omadewu-effoyo, , , ,OSGOF,Omadewu effoyo Market, , , , , , , ,0,BUA,7.79065000029732,7.15197000021539
127,43bbdf42-d725-43b7-9cf3-c2a944143512,122194,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Okpoga Central,BNSPKG08,Okpokwu,7018,Benue,BE, ,Ai-ochigbo Ollo, , , ,OSGOF,Ai ochigbo Ollo Market, , , , , , , ,0,BUA,7.83119999968028,7.09013999976122
128,81915b0d-595e-4246-a64b-54d9e124160c,122195,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Amejo,BNSPKG01,Okpokwu,7018,Benue,BE, ,Ai-oko Okpudo, , , ,OSGOF,Ai oko Okpudo Market, , , , , , , ,0,HA,7.83242000018294,7.1552100003413
129,00764a07-6803-4c2a-8fe5-3e95f8be633c,122196,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ochobo,BNSDKP06,Ohimini,7016,Benue,BE,Other,Ai-okete, , ,Food Stuff,GRID,Ai okete Market,No,No,No,No,Yes,No,No,1, ,7.99551999964831,7.1562833331094
130,13922e1d-cebe-4c23-a9fe-99917fbe41ac,122197,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Enwang 2,AKSENW05,Mbo,3017,Akwa Ibom,AK, ,Modern Beach Uba Enwang, , , ,OSGOF,Modern Beach Market Uba Enwang, , , , , , , ,0,BUA,8.24979999957037,4.66807000033032
131,4a5eff06-b682-4f7c-ad24-a8ceebfc1879,122198,8/29/2018 12:00:00 AM,oluwadare.sewedo, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR,Weekly,Hart, , ,Food Stuff,GRID,Hart Market,Yes,No,Yes,Yes,Yes,Yes,Yes,0, ,8.32308670009121,4.94540830005303
132,15aba5cf-23f4-42e2-9b4d-e09c8c6e99c5,122199,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS, ,Imori, , , ,eHA_Polio,Imori Market, , , , , , , ,0,BUA,4.67275000031231,7.92540000001003
133,66d2ef8d-e268-4b54-ac7b-cf5cefab3bda,122200,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Jauro Yinu,TRSARD05,Ardo-Kola,35001,Taraba,TA, ,Kasuwan Kofai, , , ,OSGOF,Kasuwan Kofai, , , , , , , ,0,BUA,11.3153399996413,8.91228999958389
134,077cc372-8233-49e0-a791-f09cb86c3624,122201,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Lankaviri,TRSYRR05,Yorro,35015,Taraba,TA, ,New Ultra Modern Jalingo, , , ,OSGOF,New Ultra Modern Market Jalingo, , , , , , , ,0,SSA,11.3943199995684,8.96022999981471
135,c4b63a81-d346-4901-aa96-3ece1ba0c997,122202,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Turaki A,TRSJAL08,Jalingo,35007,Taraba,TA, ,Farmers Jalingo, , , ,OSGOF,Farmers Market Jalingo, , , , , , , ,0,BUA,11.3694700002404,8.89085999968927
136,a926ef39-8d7c-4442-9d50-9c2ca199b405,121171,7/6/2018 12:00:00 AM,adanna.alex, ,Umuna,IMSRLU15,Orlu,17020,Imo,IM,Weekly,Umuzuike road,Mixed, ,Mixed,GRID,Orie umuzuike market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,7.05296766692436,5.75882939126342
137,34218e88-4a08-42e4-b4b0-65d58be7e5f9,120980,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ndiya,AKSKTD03,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Ntunide, , , ,OSGOF,Community Market Ikot Ntunide, , , , , , , ,0,SSA,7.92634999975274,4.77043000014442
138,56984825-f8a8-48f6-809c-b7020cf022c9,121170,7/6/2018 12:00:00 AM,adanna.alex, ,Okohia Umuduru,IMSKWE06,Onuimo,17027,Imo,IM,Weekly,Ndiadimoha,Mixed, ,Mixed,GRID,Nkwo ndiadimoha arondizuogu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,7.20060166723323,5.84944666703012
139,8f8dc4b1-f562-4bce-b1a1-2a82d9b334b5,121169,7/6/2018 12:00:00 AM,adanna.alex, ,Orodo C,IMSNWA14,Mbatoli,17011,Imo,IM,Weekly,Amaenyikwasara,Food Stuff, ,Food Stuff,GRID,Nkwo amaebaruo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,7.00326499997982,5.64083670025354
140,2c1af367-6c35-4fc4-8764-6524a9ad377d,121168,7/6/2018 12:00:00 AM,adanna.alex, ,Ezi,IMSNWA05,Mbatoli,17011,Imo,IM,Other,Umuagwu,Food Stuff, ,Food Stuff,GRID,Umuagwu orie mbieri market,No,No,No,No,No,Yes,No,1, ,7.05686000018892,5.57209499978444
141,610ccea8-9986-49d1-8e00-95ff729056ea,121167,7/6/2018 12:00:00 AM,adanna.alex, ,Umuezegwu,IMSIHI12,Ihitte/Uboma,17007,Imo,IM,Weekly,Ihitte amakohia,Food Stuff, ,Food Stuff,GRID,Nkwumeato market,Yes,Yes,Yes,Yes,Yes,Yes,No,6, ,7.33307893624396,5.61648574372214
142,b896ee20-d12d-483e-8688-5562e81c380f,121166,7/6/2018 12:00:00 AM,adanna.alex, ,Lorji,IMSABB09,Aboh-Mbaise,17001,Imo,IM,Weekly,Amator amuzu,Clothing Livestock Food Stuff Mixed, ,Clothing Livestock Food Stuff Mixed,GRID,Ekeoha market amuzu,Yes,Yes,Yes,Yes,Yes,Yes,No,6, ,7.25833666680376,5.38918333314433
143,68a0bd0b-0aaf-498f-9428-6e74524cc44d,121165,7/6/2018 12:00:00 AM,adanna.alex, ,Umulolo,IMSKGE14,Okigwe,17019,Imo,IM,Weekly,Umuowaibu,Livestock Food Stuff, ,Livestock Food Stuff,GRID,Eke umuowaibu market,Yes,Yes,Yes,Yes,Yes,Yes,No,6, ,7.28616833330199,5.89546166662268
144,4e0c618f-345e-4ac8-8517-aa87412a2bca,121164,7/6/2018 12:00:00 AM,adanna.alex, ,Umuaka 2,IMSNSA13,Njaba,17013,Imo,IM,Bi-Weekly,Umuele amazala,Mixed, ,Mixed,GRID,Nkwo umuele market amazala,Yes,Yes,No,No,No,No,No,2, ,6.98797666728939,5.65802500005378
145,1fd13179-1257-4fef-8e73-030e251f9d53,121163,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Umudomi-Onicha,EBSNCA24,Onicha,11013,Ebonyi,EB, ,Nkwo Village, , , ,GRID,Nkwo Market Village,No,No,No,No,No,No,No,1, ,7.81491666697065,6.10524000022588
146,ec3f4ae7-3332-4fa1-a18b-20192fc176a5,121162,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB, ,Livestock New Layout, , , ,GRID,Livestock Market New Layout,No,No,No,No,No,No,No,1, ,8.11494999974275,6.32837500010623
147,40669c95-ea50-4ad3-8872-a32aaa3e5b62,121161,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Umuogudu Akpu 2 / Ijinike Amin,EBSHKW34,Ohaukwu,11012,Ebonyi,EB, ,Ebele, , , ,GRID,Ebele Market,No,No,No,No,No,No,No,1, ,7.87080499955113,6.55707500031104
148,b98c5a0f-f91b-4b32-b311-c0ff42559eef,121160,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Ndufualike 2,EBSCHR26,Ikwo,11007,Ebonyi,EB, ,Alibaruhu, , , ,GRID,Alibaruhu Market,No,No,No,No,No,No,No,1, ,8.1417416668445,6.18319000031829
149,641eb7de-00e4-4938-8f7a-9aaea398321c,121159,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,Weekly,New Layout Primary Schools,Mixed, ,Mixed,GRID,New Layout Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.11490666680925,6.32795833341038
150,350c7a9f-ecaf-4819-93dc-63c7eebc373a,121158,3/1/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,Weekly,Onyikwa,Food Stuff, ,Food Stuff,GRID,Ogbaga Market,No,No,No,No,No,No,Yes,1, ,8.11730000019492,6.37718499998783
151,8522c448-079c-43a6-8814-4c71a7f6fa3e,121157,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,Other,Ugwuachara,Mixed, ,Mixed,GRID,Ugwuachara Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.0767166998159,6.35633830037233
152,aa673b66-c100-4199-abfb-9271f51edc85,121156,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Oriuzor 2,EBSEBJ10,Ezza North,11005,Ebonyi,EB,Bi-Weekly,Onuneke Akwo,Food Stuff, ,Food Stuff,GRID,Akwo,No,No,No,No,No,No,Yes,1, ,8.07317999985713,6.26617000034531
153,31f37a00-4494-4e71-a0f5-4227a8842ae5,121155,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Umuechuma,EBSNCA25,Onicha,11013,Ebonyi,EB,Weekly,Umuogeta,Food Stuff, ,Food Stuff,GRID,Nworie Umuogeta Market,No,No,No,No,No,No,Yes,1, ,7.80543000019441,6.1753783334434
154,a34b0885-e897-4c2f-99b0-33c3ade7eb7e,121154,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Isi-Onicha,EBSNCA14,Onicha,11013,Ebonyi,EB,Other,Nkwoagu,Other,Timber,Other,GRID,Timber Market Nkwoagu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,7.80102500030358,6.15293666729343
155,f71b8b47-9245-4782-bc86-4ab9a41fc01e,121153,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Umuodigbo,EBSBZR24,Ohaozara,11011,Ebonyi,EB,Weekly,Akpu Egwu Market,Mixed, ,Mixed,GRID,Orie Market Akpu Egwu,No,No,No,No,No,No,Yes,1, ,7.74224500020665,6.0388416668095
156,8afa045a-be8c-473f-97bd-4bbf983b22a9,121152,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Umuezoka / Umuezekoha 2,EBSEBJ13,Ezza North,11005,Ebonyi,EB,Weekly,Urban 2,Food Stuff, ,Food Stuff,GRID,Urban 2 Market,Yes,Yes,No,No,Yes,No,Yes,3, ,7.91509999986516,6.29574833281936
157,6afbc4c9-cecb-4539-9787-630430cf2863,121151,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSBKL02,Izzi,11010,Ebonyi,EB,Weekly,Ogbuchia,Clothing Food Stuff, ,Mixed,GRID,Ogbuchia Junction,Yes,Yes,Yes,Yes,Yes,No,Yes,6, ,8.16721833265996,6.30421500022214
158,f68ed3d4-edd8-4c82-89d2-6634a0e38199,121149,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Ngbo 1,EBSHKW15,Ohaukwu,11012,Ebonyi,EB,Weekly,Ededeagu,Clothing Livestock Mixed, ,Mixed,GRID,Igwebuike Market,No,No,No,No,No,No,Yes,1, ,8.0665716672487,6.53165833276591
159,c301fba7-89f8-45ea-b5bf-deb15d7c535f,121148,3/1/2018 12:00:00 AM,racheal.olarewaju, ,Ijinike Amin,EBSHKW11,Ohaukwu,11012,Ebonyi,EB,Weekly,Umezeka,Clothing Livestock Electronic Spare Parts Food Stuff, ,Mixed,GRID,Umezeka Market,No,No,No,No,No,No,Yes,1, ,7.9569866670011,6.47282833306116
160,361fa501-835a-4c4b-a6f1-74e5715e54b7,121114,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Ishingbo 2,EBSHKW14,Ohaukwu,11012,Ebonyi,EB, ,Ndiagu Omena, , , ,OSGOF,Ndiagu Omena Market, , , , , , , ,0,HA,7.98139999961035,6.50372000037777
161,c710db7a-52af-4635-9c89-dc627f386715,121113,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Ishingbo 2,EBSHKW14,Ohaukwu,11012,Ebonyi,EB, ,Nworie Square Ndiagu Obu, , , ,OSGOF,Nworie Market Square Ndiagu Obu, , , , , , , ,0,HA,7.97890999989664,6.49878000009699
162,d642529c-9cf6-45b2-b90b-4fe2e00c473b,121112,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Ishingbo 2,EBSHKW14,Ohaukwu,11012,Ebonyi,EB, ,Idokpo, , , ,OSGOF,Idokpo Market, , , , , , , ,0,BUA,8.00870000040476,6.5526399999361
163,54513978-fe2e-44f9-98d4-4a1430ae1227,121111,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Ishingbo 2,EBSHKW14,Ohaukwu,11012,Ebonyi,EB, ,Nwafia Ndiagu Agaba, , , ,OSGOF,Nwafia Ndiagu Agaba Market, , , , , , , ,0,HA,8.01396999971575,6.53225999989911
164,26e292dd-cc26-4851-8a3d-cdb131802ba4,121110,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Ishingbo 2,EBSHKW14,Ohaukwu,11012,Ebonyi,EB, ,Nworie Ogodo, , , ,OSGOF,Nworie Ogodo Market, , , , , , , ,0,HA,7.98128000037178,6.50352000014794
165,c00a7fb5-7e3a-4fbf-b3c8-501284bf2d73,121109,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Okposi Achara / Umuakuma,EBSBZR01,Ohaozara,11011,Ebonyi,EB, ,Ojugwe, , , ,OSGOF,Ojugwe Market, , , , , , , ,0,HA,7.78211999993812,6.00588000026187
166,f833cade-5014-4d40-a4d7-3d15a471d07c,121108,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Okuzu-Ukawu / Ebirogu Okuzzu 2,EBSNCA20,Onicha,11013,Ebonyi,EB, ,Aforabieja, , , ,OSGOF,Aforabieja Market, , , , , , , ,0,HA,7.88467999998204,6.00779000020839
