FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,mrkt_frqcy,mrkt_setnm,prdct_desc,mrkt_gds_o,mrkt_type,source,market_nam,mrkt_mon,mrkt_tue,mrkt_wed,mrkt_thur,mrkt_fri,mrkt_sat,mrkt_sun,mrkt_days,set_type,x,y
5400,3fde163d-3e01-4703-a582-6ee6a9612ae1,115092,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Tswarev / Ukembergya,BNSGBG08,Logo,7012,Benue,BE,Weekly,Akenawe, , ,Livestock Food Stuff,GRID,Akenawe Market,Yes,No,No,No,No,No,No,1, ,9.35776333311139,7.79244500033656
5401,eee524e2-20b1-46e7-9673-9ccc704774f4,115091,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbazun,BNSUKM10,Ukum,7021,Benue,BE,Weekly,Mbazum Mbapenda, , ,Clothing Livestock Food Stuff Mixed,GRID,Akpuuna1 Market,No,No,No,No,No,Yes,No,1, ,9.7837700000855,7.56825833325553
5402,85291479-3721-4caa-8ad8-0919650d41f3,115089,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbatian,BNSUKM08,Ukum,7021,Benue,BE,Weekly,Ayati Boriko, , ,Clothing Livestock Electronic Spare Parts Food Stuff Mixed,GRID,Ayati Ukum Market,No,No,No,Yes,No,No,No,1, ,9.74693000001952,7.51237166711877
5403,620c8d6a-e52e-4c70-9b3c-101d8696c90f,115087,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Clerk / Market,BNSMKD05,Makurdi,7013,Benue,BE,Weekly,High Level Market Makurdi, , ,Mixed,GRID,High Level Market Makurdi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.52765000004752,7.71864333272367
5404,dccb8c56-adb8-43da-829d-ecfe37e5d408,115086,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaakun,BNSGBK06,Gboko,7005,Benue,BE,Weekly,Mbadajo, , ,Food Stuff,GRID,Takpi Market Mbadajo,Yes,No,No,No,No,No,No,1, ,8.68391833286483,7.35513500008022
5405,f8d28ad1-b812-4984-8b58-42bb1ef9b48b,115085,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Liev Ll,BNSWDP04,Kwande,7011,Benue,BE,Weekly,Ityuluv, , ,Food Stuff,GRID,Adeda Market,No,No,No,No,No,No,Yes,1, ,9.5747200004277,6.60965166669109
5406,7a188dd1-fa04-4dbb-b7aa-e9b22a5cce94,115084,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE,Weekly,Mbaanuemen Settlement, , ,Clothing Food Stuff,GRID,Bunde Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.01164333287358,6.89111500015719
5407,6fa26179-f7ab-46bd-8b71-f667b24b11f0,115083,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbayegh,BNSTSE11,Konshisha,7010,Benue,BE,Other,Agera Mbaashia Market, , ,Clothing Livestock Electronic Spare Parts Food Stuff Mixed,GRID,Agera Mbaashia Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.96591820006495,6.89550900044009
5408,d61e1c07-5a9a-4185-b97d-aa41efbb485f,115082,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE,Weekly,Gbadu, , ,Clothing Food Stuff,GRID,Gbadu Market,Yes,Yes,Yes,Yes,Yes,No,Yes,6, ,9.00571500014718,6.91479500038901
5409,2088cf2d-df5e-480c-942b-af3c04b84c48,115081,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadim,BNSGBK08,Gboko,7005,Benue,BE,Weekly,Mbaanaambe, , ,Mixed,GRID,Tyokiigh Market,No,No,No,No,No,Yes,No,1, ,8.68823666688871,7.29343999955637
5410,8d7c4e20-46c4-4d11-9817-ca528c5b94f8,115080,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaapen,BNSBKB05,Buruku,7004,Benue,BE,Weekly,Gbaja, , ,Livestock Food Stuff,GRID,Gbaja Market,No,Yes,No,No,No,No,No,1, ,9.18301000041123,7.50043833266295
5411,02ee0ebf-4819-4d98-b227-5cf063502f00,115079,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Kumakwagh,BNSWDP02,Kwande,7011,Benue,BE,Weekly,Ude, , ,Livestock Food Stuff Mixed,GRID,Use Ikov Market,Yes,No,No,No,No,Yes,No,2, ,9.39648666732586,6.99836166685748
5412,6180a7f3-c450-4e12-8999-a5ca61c162a2,115078,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Kumakwagh,BNSWDP02,Kwande,7011,Benue,BE,Weekly,Mbadura, , ,Clothing Livestock Food Stuff,GRID,Abande Market,No,No,No,Yes,No,No,No,1, ,9.43736666663841,7.02073666716353
5413,a8063449-2aac-4272-a99a-d31ae28feef5,115077,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Liev L,BNSWDP03,Kwande,7011,Benue,BE,Weekly,Mbakpilev, , ,Mixed,GRID,Tyostaa Mstule Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.55646000012894,6.70641500015216
5414,47affb50-93ad-4f19-be1c-d593d2c1b683,115076,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE,Bi-Weekly,Mbaguur Mba Ilir, , ,Clothing Livestock Food Stuff Mixed,GRID,Abaki Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.06197679958967,6.937175099851
5415,f4680bcd-a04c-4e0b-9baa-603b994f5d96,114976,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gui,FCTABC03,Municipal Area Council,15006,Fct,FC, ,Aco Estate, , , ,OSGOF,Aco Estate Market, , , , , , , ,0,BUA,7.32702999993461,8.93604000034577
5416,9e38ad66-1e7a-40e4-8131-44436ce0dd0b,115075,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE,Bi-Weekly,Alakali, , ,Clothing Livestock Food Stuff Mixed,GRID,Alakali Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.04898270039138,6.92714890010171
5417,80966952-9373-483c-a756-97ddd98ea75a,115074,7/19/2018 12:00:00 AM,racheal.olarewaju, ,North Bank 1,BNSMKD09,Makurdi,7013,Benue,BE,Other,Northbank, , ,Mixed,GRID,Northbank Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.54634333327823,7.75321000044124
5418,032e8c15-ef8b-4579-8f07-f52415e1f94a,115073,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbawa,BNSYGJ05,Guma,7006,Benue,BE,Other,Achakpa, , ,Mixed,GRID,Achakpa Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.58875833323054,7.87264666720995
5419,c1c74d7c-107f-4765-8ff5-c28bd06d170b,115072,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Adum East,BNSBRT02,Obi,7014,Benue,BE,Weekly,Ojenya, , ,Mixed,GRID,Ihiegile Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.36187666687471,6.99559499970951
5420,e08b30b6-9e72-45e1-b998-9b49cd9fb843,115071,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbadede 1,BNSVDY01,Vandeikya,7023,Benue,BE,Bi-Weekly,Mbakwanta, , ,Food Stuff Mixed,GRID,Igyor Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.02043569964786,6.94940979982243
5421,a5a380bc-9009-4ec8-8e48-1cbf35820eec,115070,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbatem,BNSTSE06,Konshisha,7010,Benue,BE,Weekly,Mbaikperse Community, , ,Mixed,GRID,Agu Market,No,No,No,No,Yes,No,No,1, ,8.52816166662768,7.03921666681578
5422,e552d1bd-0072-43d9-953f-9cc021b5a063,115068,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbakwen,BNSGBK11,Gboko,7005,Benue,BE,Weekly,Mbayange Mbagalo, , ,Clothing Livestock Food Stuff Mixed,GRID,Igyula Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.73807166727369,7.53680666709408
5423,ac7eff1b-af4e-40ec-919f-0bb941e70fb8,115067,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbabur,BNSALD07,Gwer East,7007,Benue,BE,Weekly,Iorfa, , ,Mixed,GRID,Iorfa Market Square,No,No,No,No,Yes,No,No,1, ,8.62617500017615,7.37998333296451
5424,74f2a9f3-4e98-4ca5-8458-f44f5af46941,115066,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbatyough,BNSBKB10,Buruku,7004,Benue,BE,Weekly,Mbagbor, , ,Food Stuff,GRID,Ahibi Market,No,No,No,No,Yes,No,No,1, ,9.10559166692195,7.21233999989113
5425,2882f36f-8025-4a08-a618-fff35712e321,115065,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Bar,BNSMKD03,Makurdi,7013,Benue,BE,Weekly,Anchiha, , ,Clothing Livestock Food Stuff Mixed,GRID,Anchiha Market,Yes,Yes,No,No,No,Yes,No,1, ,8.55338666706109,7.57890166667863
5426,68cdefd3-fe83-45a1-8d12-2ce88466a671,115064,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Saghev Ukusu,BNSNAK10,Gwer West,7008,Benue,BE,Other,Gimba, , ,Livestock Food Stuff,GRID,Kpegwer Market,Yes,No,No,No,No,No,No,1, ,8.34282999990461,7.6330383330527
5427,0a8539f6-3216-4b6e-b9b7-dca27c175a23,115063,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ukpa-Ainu Ette,BNSJUX11,Oju,7017,Benue,BE,Other,Mbagus Ward, , ,Clothing Livestock Food Stuff Mixed,GRID,Bonta Market,No,No,No,Yes,No,No,No,1, ,8.46864666681029,7.04118999971877
5428,699d8425-0c9d-4d21-871b-dd49f5756c7a,113207,7/31/2017 12:00:00 AM,racheal.olarewaju, ,Mgbabeluzor,EBSBKL10,Izzi,11010,Ebonyi,EB, ,Muvmuv, , , ,OSGOF,Muvmuv Market, , , , , , , ,0,HA,8.27602999958486,6.60124999958788
5429,6e30ccea-2a7b-49b4-8a22-7782893350bd,115062,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ukpa-Ainu Ette,BNSJUX11,Oju,7017,Benue,BE,Weekly,Shioko Market, , ,Clothing Livestock Food Stuff Mixed,GRID,Shioko Market Ochoro,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.45045000036725,7.04658999962885
5430,d264717f-ceb5-44a6-9a34-1a682b74a4e3,115061,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaikyase,BNSTSE03,Konshisha,7010,Benue,BE,Weekly,Mbagoho, , ,Mixed,GRID,Tine Marina Market,No,No,No,No,Yes,No,No,1, ,8.65519999958036,7.25151833260503
5431,59a91f5b-f5f5-4d6e-be9f-a2906e0ed5c8,115059,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Shitile,BNSWNN09,Tarka,7020,Benue,BE,Other,Gundu, , ,Clothing Food Stuff Mixed Other,GRID,Gundu Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.79926166699238,7.54383666662892
5432,7ef888f7-325f-4c95-9cfa-f9c695be0dce,115057,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Usar,BNSWDP14,Kwande,7011,Benue,BE,Weekly,Ikyaior, , ,Mixed,GRID,Ikyaior Market,No,Yes,No,No,No,No,No,1, ,9.22930500032555,6.9653183328748
5433,c0cdb091-9bc2-46ec-b270-ce5200960803,115055,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaikyase,BNSTSE03,Konshisha,7010,Benue,BE,Other,Mbaader Settlement, , ,Clothing Food Stuff,GRID,Ajam Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,8.72096333339118,7.19019166741157
5434,1247af0b-74f9-4e1b-addf-172d740d4d72,115054,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Uyam,BNSUKM13,Ukum,7021,Benue,BE,Weekly,Imande Adamu, , ,Mixed,GRID,Imande Adamu Market,No,Yes,No,No,No,No,No,1, ,9.75027333314785,7.3763099999066
5435,1648944d-863b-4732-ae47-517700764c6e,115049,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Saghev,BNSYGJ09,Guma,7006,Benue,BE,Weekly,Unzughul, , ,Livestock Food Stuff,GRID,Unzughul Market,No,No,No,No,No,Yes,No,1, ,9.04936500039452,7.67884329957866
5436,7592a916-980f-40c1-91d4-fcec2d70f2f6,115048,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Edikwu 2,BNSGKP03,Apa,7003,Benue,BE,Bi-Weekly,Odugbo, , ,Mixed,GRID,Odugbo Market,No,No,Yes,No,No,No,No,1, ,8.01240833327802,7.6499483331491
5437,ffc5a34a-7800-4980-bb33-9662efe672d4,115047,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ainu,BNSJUX02,Oju,7017,Benue,BE,Weekly,Actor Community, , ,Clothing Food Stuff,GRID,Ihegele Market,No,No,Yes,No,No,No,No,1, ,8.22511833264497,6.82360999970177
5438,198595d9-69ab-4ec4-a950-e0cc1791f6bf,115045,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Tiir,BNSKAL09,Katsina-Ala,7009,Benue,BE,Weekly,Tse Kukaun, , ,Food Stuff,GRID,Tse Kukaun Small Market,No,No,No,No,No,No,Yes,1, ,9.67261333293902,7.37094333336819
5439,b4536f1a-4a7c-4c53-9757-7ae51aa42a99,115044,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Atirkyese,BNSSEL01,Ushongo,7022,Benue,BE,Bi-Weekly,Ihugh, , ,Clothing Livestock Electronic Spare Parts Food Stuff Mixed,GRID,Ihugh Market,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7, ,9.02687321862419,7.00763589128343
5440,e1176229-80e8-43d1-bb2b-5dc2836a1c2d,115041,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbacher,BNSKAL04,Katsina-Ala,7009,Benue,BE,Weekly,Mbakange Market, , ,Mixed,GRID,Imande Mbakange Market,No,No,No,Yes,No,No,No,1, ,9.5983999997602,7.28473500012024
5441,8d58d3db-37a3-4cd6-8481-031cb56532c9,110759,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbacher,BNSKAL04,Katsina-Ala,7009,Benue,BE, ,Harga, , , ,OSGOF,Harga Market, , , , , , , ,0,SSA,9.57908999960387,7.22065999955936
5442,a9cc033a-5709-4f65-ab49-f52d9938e324,115040,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Usar,BNSWDP14,Kwande,7011,Benue,BE,Weekly,Gbatse, , ,Mixed,GRID,Gbatse Market,No,No,No,Yes,No,No,No,1, ,9.25780833268846,6.99041666739532
5443,93aded23-39fc-4d66-b6ee-b820c58ceed2,115039,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Menev,BNSWDP09,Kwande,7011,Benue,BE,Weekly,Teacher, , ,Food Stuff,GRID,Teacher Market,No,Yes,No,No,No,No,Yes,1, ,9.31439333318582,6.99029666725744
5444,7f50753e-6bc9-43da-afc5-907e345a9c08,115038,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ugbaam,BNSUKM12,Ukum,7021,Benue,BE,Weekly,At Ingbianjor Area, , ,Food Stuff Mixed,GRID,Ingbianjor Market,No,No,No,No,No,No,Yes,1, ,9.6535216665917,7.41824833309414
5445,63a78311-470f-4acb-bf98-2c1f188c19ed,115037,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Menev,BNSWDP09,Kwande,7011,Benue,BE,Weekly,Agede Settlement, , ,Mixed,GRID,Agede Market,No,No,Yes,No,No,No,No,1, ,9.29390833280337,6.92779833292678
5446,d723f09f-a1fe-480f-a684-d903839999c5,115036,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Menev,BNSWDP09,Kwande,7011,Benue,BE,Weekly,Manor Settlement, , ,Mixed,GRID,Manor Market,No,No,Yes,No,No,No,No,1, ,9.30140833332797,6.92925166703088
5447,b3784782-6c96-4b29-b8bd-bc8e40d3b343,115954,8/29/2018 12:00:00 AM,racheal.olarewaju, ,Isiala Oparanadim,IMSAFR03,Ahiazu-Mbaise,17002,Imo,IM, ,Orie Ihitte, , , ,OSGOF,Orie Ihitte Market, , , , , , , ,0, ,7.21870000000507,5.60067999958238
5448,b06a6bb6-6fac-4133-a2ec-172ba72469d8,115035,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Tiir,BNSKAL09,Katsina-Ala,7009,Benue,BE,Weekly,Atoo Settlement, , ,Food Stuff Mixed Other,GRID,Sokpo Market,No,No,No,Yes,No,No,No,1, ,9.61391000004653,7.39915166741559
5449,62a8445f-234e-4d73-8a9e-bd1ffe522b87,114980,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Jiwa,FCTABC06,Municipal Area Council,15006,Fct,FC, ,Nnamdi Azikiwe, , , ,OSGOF,Nnamdi Azikiwe Market, , , , , , , ,0,BUA,7.2765900004282,9.01303999979621
5450,19932d03-d5ea-483d-b5a7-6d573b3805cd,115034,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Royongo,BNSGMU08,Ado,7001,Benue,BE,Weekly,Ukari, , ,Livestock Food Stuff,GRID,Ujah Market,Yes,No,No,No,No,No,No,1, ,8.13365166699089,6.97079833287683
5451,319cce51-a23b-483d-a927-cef3bed9688f,115033,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ikwokwu,BNSBRT03,Obi,7014,Benue,BE,Weekly,Utokwu, , ,Clothing Livestock Food Stuff,GRID,Ihiegile Market Utokwu,No,No,Yes,No,No,No,No,1, ,8.20270166674857,6.96945666669188
5452,e5c34488-41e0-427e-b862-69f5c9c7aea7,115032,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaikyor,BNSWDP06,Kwande,7011,Benue,BE,Weekly,Ugono, , ,Food Stuff,GRID,Ugono Market,No,Yes,No,No,No,No,No,1, ,9.34648719982448,6.90289169969225
5453,de9ed7d0-7a84-4c4a-91ee-d4bba7a90b7e,115031,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Agba / Kyan,BNSWDP01,Kwande,7011,Benue,BE,Weekly,Atee, , ,Mixed,GRID,Atee Market,No,No,Yes,No,No,No,No,1, ,9.33723666713854,6.89509666667789
5454,b51d1a7a-fd1a-425c-8c81-37fe3dccccdb,115030,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaikyor,BNSWDP06,Kwande,7011,Benue,BE,Weekly,Fada, , ,Food Stuff,GRID,Fada Market,No,No,Yes,No,No,No,No,1, ,9.35754833308914,6.92267499955165
5455,c0f09405-42d4-4d67-8770-52556377ca0e,115029,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Tiir,BNSKAL09,Katsina-Ala,7009,Benue,BE,Weekly,Alaiy, , ,Clothing Livestock Food Stuff Mixed,GRID,Alaiy Market,No,No,No,No,No,Yes,No,1, ,9.59377333317286,7.38603000028434
5456,2932a231-1309-4556-9073-265c28ec1ed0,115028,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Gee,BNSALD03,Gwer East,7007,Benue,BE,Weekly,Mbakaaibo, , ,Food Stuff Mixed,GRID,Antoho Market,No,No,No,No,No,No,Yes,1, ,8.43882999960482,7.19731666683077
5457,2bc2eab5-579c-42fa-a264-328dfed3d821,115027,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Tiir,BNSKAL09,Katsina-Ala,7009,Benue,BE,Weekly,Achough, , ,Food Stuff,GRID,Achough Market,Yes,No,No,No,No,No,No,1, ,9.58091666657094,7.4041666666584
5458,85800ba6-83a9-409e-b72c-f65b962b2442,115026,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Igah,BNSGKP04,Apa,7003,Benue,BE,Weekly,Aka Market, , ,Food Stuff,GRID,Ojinebe Main Market Adoka,No,No,No,No,Yes,No,No,1, ,7.91843333343166,7.50113999991112
5459,1b44e7d7-84cb-42be-8577-eca952fb19c9,115025,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Michihe,BNSKAL08,Katsina-Ala,7009,Benue,BE,Weekly,Mbaagena Settlement, , ,Clothing Livestock Food Stuff,GRID,Tyotshar Market,No,No,No,No,No,No,Yes,1, ,9.53781166717476,7.14454666689522
5460,e427cd1e-57da-4b5a-8777-35e09d8abf0e,115024,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Michihe,BNSKAL08,Katsina-Ala,7009,Benue,BE,Weekly,Mbagena Settlement, , ,Livestock Food Stuff Mixed,GRID,Kyura Market,No,No,No,No,No,No,Yes,1, ,9.52590000008496,7.15349666683773
5461,d2037ddf-31bc-4f7d-a549-25e78306c8d6,115023,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Ityuluv,BNSUKM04,Ukum,7021,Benue,BE,Weekly,Maraba, , ,Food Stuff Mixed,GRID,Maraba Market,No,No,No,Yes,No,No,No,1, ,9.58452833311611,7.64207666710456
5462,0c055d62-a265-4e17-a42b-fa67e216ab9a,115022,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbaikyor,BNSWDP06,Kwande,7011,Benue,BE,Bi-Weekly,Tse Nzuur, , ,Mixed,GRID,Tse Nzuur Market,No,No,No,No,No,No,Yes,1, ,9.38934666721497,6.9297416671443
5463,de231013-d068-4335-8aad-f4d8839ebab1,115018,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Igah,BNSGKP04,Apa,7003,Benue,BE,Bi-Weekly,Ojinebe, , ,Food Stuff,GRID,Ojinebe Market,Yes,Yes,Yes,No,No,Yes,No,4, ,7.91832500019865,7.50139666732241
5464,756eb302-5fa1-40f1-8ff4-aa010422e360,115017,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Idelle,BNSJUX04,Oju,7017,Benue,BE,Weekly,Iyoma, , ,Clothing Livestock Food Stuff,GRID,Nwofe Market,No,Yes,No,No,No,No,No,1, ,8.14771499984744,6.84302333286058
5465,6f0dde38-6cbb-4a9a-99ee-f6f7bfab4c89,115015,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Kumakwagh,BNSWDP02,Kwande,7011,Benue,BE,Weekly,Tsepaagh Settlement, , ,Mixed,GRID,Anamatsaa Market,No,No,No,No,No,No,Yes,1, ,9.34144000035576,7.039255000418
5466,9595a216-4fa3-4e94-8446-f3a3113b9ae6,115014,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Pai,FCTKWL07,Kwali,15005,Fct,FC, ,Sheda Sarki Seasonal, , , ,OSGOF,Sheda Sarki Seasonal Market, , , , , , , ,0,SSA,6.95955999989411,8.91174000030082
5467,3d750af7-20c5-4aa5-8cdd-2d600de0bdf4,115013,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kuje,FCTKUJ06,Kuje,15004,Fct,FC, ,Guda Aba, , , ,OSGOF,Guda Aba Market, , , , , , , ,0,SSA,7.25619000036829,8.905300000095
5468,4ea0ab37-5c7e-4ddf-b58d-0972b3ff20e0,115012,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kujekwa,FCTKUJ07,Kuje,15004,Fct,FC, ,Kujekwa, , , ,OSGOF,Kujekwa Market, , , , , , , ,0,SSA,7.3766999999051,8.58000000039976
5469,e0b8f91a-ecb2-4584-90a8-1a75004086a1,115011,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gudunkarya,FCTKUJ03,Kuje,15004,Fct,FC, ,Sungba, , , ,OSGOF,Sungba Market, , , , , , , ,0,SSA,7.3524100003213,8.51229999994507
5470,376c3b18-aa29-4300-bf10-ca6dc29292ca,115010,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Igu,FCTBWR04,Bwari,15002,Fct,FC, ,Igu, , , ,OSGOF,Igu Market, , , , , , , ,0,SSA,7.47228999958384,9.27706000011898
5471,1bc2e54d-5c2e-4021-adb3-54cc641eace7,115009,5/9/2017 12:00:00 AM,racheal.olarewaju, ,Gumbo,FCTKWL03,Kwali,15005,Fct,FC, ,Center Kwaita, , , ,eHA_Polio,Centre Market Kwaita,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,SSA,6.9249269999811,8.66463999963634
5472,49c86cab-1cde-4ed3-84dc-bf851f38b2ea,115008,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kwali,FCTKWL06,Kwali,15005,Fct,FC, ,Bonugo, , , ,OSGOF,Bonugo Market, , , , , , , ,0,BUA,7.03459000022838,8.81446999959087
5473,1716dbc6-9ddb-4192-9dd8-14d8897489ee,115007,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gumbo,FCTKWL03,Kwali,15005,Fct,FC, ,Kamadi Tsoho, , , ,OSGOF,Kamadi Tsoho Market, , , , , , , ,0,BUA,6.92458999972877,8.66305000005752
5474,15c97145-ab86-4f39-8c09-713809984134,115006,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Wako,FCTKWL08,Kwali,15005,Fct,FC, ,Dangara, , , ,OSGOF,Dangara Market, , , , , , , ,0,HA,6.88712000028784,8.58124000002601
5475,96b97e59-7f44-4700-af1b-7f14ff47e36c,115005,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kuje,FCTKUJ06,Kuje,15004,Fct,FC, ,Kuje International, , , ,OSGOF,Kuje International Market, , , , , , , ,0,HA,7.25439999966028,8.89122000010298
5476,5d9be464-ef8b-42bc-b4d9-6649f723e7e8,115004,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Chibiri,FCTKUJ01,Kuje,15004,Fct,FC, ,Rije, , , ,OSGOF,Rije Market, , , , , , , ,0,BUA,7.21605999966931,8.88408999955391
5477,efbf312d-908e-4d39-9945-06f3323fa696,115003,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kuje,FCTKUJ06,Kuje,15004,Fct,FC, ,Kuje Central, , , ,OSGOF,Kuje Central Market, , , , , , , ,0,BUA,7.2286700002204,8.88106000011896
5478,396c259b-3b7a-4732-8587-adb792f7aad8,115002,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kuje,FCTKUJ06,Kuje,15004,Fct,FC, ,Kuje, , , ,OSGOF,Kuje Market, , , , , , , ,0,BUA,7.25184999987766,8.87285000012747
5479,345b13f9-60e9-4d86-b982-f35395561bfe,115001,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gaube,FCTKUJ02,Kuje,15004,Fct,FC, ,Dafara Junction, , , ,OSGOF,Dafara Junction Market, , , , , , , ,0,BUA,7.28677999999707,8.86300000005002
5480,564cd0ed-d24e-4323-b6d5-657f06abeab4,115000,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gaube,FCTKUJ02,Kuje,15004,Fct,FC, ,Gaube, , , ,OSGOF,Gaube Market, , , , , , , ,0,BUA,7.33729000003353,8.82205000020741
5481,32a78c7c-cb8b-47de-8aac-e69bbbe291f3,115330,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Mbakyo / Yia,BNSWNN07,Tarka,7020,Benue,BE,Weekly,Mbakyo, , ,Clothing Livestock Electronic Spare Parts Food Stuff Mixed,GRID,Wannune Market,No,No,No,No,Yes,No,No,1, ,8.88011166682003,7.57317833261402
5482,b660b15a-ae30-4250-8c1a-912d1ae5c2ea,115329,7/19/2018 12:00:00 AM,racheal.olarewaju, ,Uyam,BNSUKM13,Ukum,7021,Benue,BE,Weekly,Uyam, , ,Clothing Livestock Food Stuff Mixed,GRID,Zaki Biam Main Market,No,No,No,No,No,Yes,No,1, ,9.61450666694918,7.50752166739107
